timestamp_ms,direction,msg_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7
166800,TX,0x101,6,C3,00,43,01,00,00,CC,CC
166800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
167000,TX,0x100,8,16,01,BF,01,88,0E,BE,00
167000,TX,0x101,6,C8,00,47,01,00,00,CC,CC
167000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
167200,TX,0x100,8,15,01,BF,01,87,0E,D2,00
167200,TX,0x101,6,CB,00,40,01,00,00,CC,CC
167200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
167400,TX,0x100,8,16,01,BE,01,8C,0E,DC,00
167400,TX,0x101,6,C4,00,44,01,00,00,CC,CC
167400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
167600,TX,0x100,8,16,01,BE,01,8B,0E,BE,00
167600,TX,0x101,6,C5,00,41,01,00,00,CC,CC
167600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
167800,TX,0x100,8,16,01,BD,01,91,0E,C8,00
167800,TX,0x101,6,C7,00,47,01,00,00,CC,CC
167800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
168000,TX,0x100,8,16,01,BD,01,89,0E,AC,00
168000,TX,0x101,6,C8,00,42,01,00,00,CC,CC
168000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
168200,TX,0x100,8,16,01,BD,01,96,0E,CC,00
168200,TX,0x101,6,C8,00,46,01,00,00,CC,CC
168200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
168400,TX,0x100,8,16,01,BC,01,8B,0E,CF,00
168400,TX,0x101,6,C6,00,44,01,00,00,CC,CC
168400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
168600,TX,0x100,8,15,01,BC,01,90,0E,CA,00
168600,TX,0x101,6,C5,00,44,01,00,00,CC,CC
168600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
168800,TX,0x100,8,16,01,BB,01,87,0E,C0,00
168800,TX,0x101,6,C9,00,49,01,00,00,CC,CC
168800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
169000,TX,0x100,8,16,01,BB,01,88,0E,B5,00
169000,TX,0x101,6,C8,00,44,01,00,00,CC,CC
169000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
169200,TX,0x100,8,16,01,BB,01,90,0E,D0,00
169200,TX,0x101,6,C8,00,48,01,00,00,CC,CC
169200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
169400,TX,0x100,8,16,01,BA,01,87,0E,D7,00
169400,TX,0x101,6,C7,00,45,01,00,00,CC,CC
169400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
169600,TX,0x100,8,15,01,BA,01,8C,0E,C3,00
169600,TX,0x101,6,C8,00,43,01,00,00,CC,CC
169600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
169800,TX,0x100,8,15,01,B9,01,83,0E,CA,00
169800,TX,0x101,6,C7,00,46,01,00,00,CC,CC
169800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
170000,TX,0x100,8,16,01,B9,01,89,0E,C1,00
170000,TX,0x101,6,CA,00,46,01,00,00,CC,CC
170000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
170200,TX,0x100,8,16,01,B9,01,8A,0E,C6,00
170200,TX,0x101,6,C9,00,46,01,00,00,CC,CC
170200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
170400,TX,0x100,8,16,01,B8,01,8F,0E,CB,00
170400,TX,0x101,6,C9,00,4A,01,00,00,CC,CC
170400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
170600,TX,0x100,8,16,01,B8,01,90,0E,C6,00
170600,TX,0x101,6,C8,00,49,01,00,00,CC,CC
170600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
170800,TX,0x100,8,16,01,B7,01,8C,0E,B4,00
170800,TX,0x101,6,C7,00,47,01,00,00,CC,CC
170800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
171000,TX,0x100,8,16,01,B7,01,87,0E,C3,00
171000,TX,0x101,6,C7,00,46,01,00,00,CC,CC
171000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
171200,TX,0x100,8,17,01,B7,01,90,0E,CA,00
171200,TX,0x101,6,CC,00,47,01,00,00,CC,CC
171200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
171400,TX,0x100,8,16,01,B6,01,83,0E,C3,00
171400,TX,0x101,6,C8,00,44,01,00,00,CC,CC
171400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
171600,TX,0x100,8,16,01,B6,01,81,0E,BE,00
171600,TX,0x101,6,C9,00,44,01,00,00,CC,CC
171600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
171800,TX,0x100,8,16,01,B5,01,87,0E,B5,00
171800,TX,0x101,6,C5,00,46,01,00,00,CC,CC
171800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
172000,TX,0x100,8,16,01,B5,01,81,0E,B5,00
172000,TX,0x101,6,C9,00,48,01,00,00,CC,CC
172000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
172200,TX,0x100,8,16,01,B5,01,83,0E,BE,00
172200,TX,0x101,6,C6,00,49,01,00,00,CC,CC
172200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
172400,TX,0x100,8,16,01,B4,01,81,0E,C8,00
172400,TX,0x101,6,C6,00,44,01,00,00,CC,CC
172400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
172600,TX,0x100,8,16,01,B4,01,87,0E,CF,00
172600,TX,0x101,6,C9,00,4B,01,00,00,CC,CC
172600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
172800,TX,0x100,8,16,01,B3,01,80,0E,D3,00
172800,TX,0x101,6,C6,00,47,01,00,00,CC,CC
172800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
173000,TX,0x100,8,16,01,B3,01,89,0E,CB,00
173000,TX,0x101,6,C7,00,4A,01,00,00,CC,CC
173000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
173200,TX,0x100,8,16,01,B3,01,84,0E,D7,00
173200,TX,0x101,6,C6,00,47,01,00,00,CC,CC
173200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
173400,TX,0x100,8,16,01,B2,01,7D,0E,C0,00
173400,TX,0x101,6,C8,00,46,01,00,00,CC,CC
173400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
173600,TX,0x100,8,16,01,B2,01,8C,0E,D2,00
173600,TX,0x101,6,C6,00,44,01,00,00,CC,CC
173600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
173800,TX,0x100,8,16,01,B1,01,84,0E,CA,00
173800,TX,0x101,6,C6,00,47,01,00,00,CC,CC
173800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
174000,TX,0x100,8,16,01,B1,01,7C,0E,DA,00
174000,TX,0x101,6,C9,00,48,01,00,00,CC,CC
174000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
174200,TX,0x100,8,16,01,B1,01,82,0E,C7,00
174200,TX,0x101,6,CA,00,4A,01,00,00,CC,CC
174200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
174400,TX,0x100,8,16,01,B0,01,82,0E,C5,00
174400,TX,0x101,6,C8,00,4B,01,00,00,CC,CC
174400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
174600,TX,0x100,8,16,01,B0,01,7D,0E,C6,00
174600,TX,0x101,6,CA,00,4A,01,00,00,CC,CC
174600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
174800,TX,0x100,8,16,01,AF,01,83,0E,C4,00
174800,TX,0x101,6,C7,00,44,01,00,00,CC,CC
174800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
175000,TX,0x100,8,16,01,AF,01,83,0E,B8,00
175000,TX,0x101,6,C9,00,46,01,00,00,CC,CC
175000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
175200,TX,0x100,8,16,01,AF,01,84,0E,C6,00
175200,TX,0x101,6,C7,00,4C,01,00,00,CC,CC
175200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
175400,TX,0x100,8,16,01,AE,01,7F,0E,C1,00
175400,TX,0x101,6,C5,00,46,01,00,00,CC,CC
175400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
175600,TX,0x100,8,16,01,AE,01,7E,0E,CC,00
175600,TX,0x101,6,C8,00,47,01,00,00,CC,CC
175600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
175800,TX,0x100,8,16,01,AD,01,82,0E,C9,00
175800,TX,0x101,6,C7,00,49,01,00,00,CC,CC
175800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
176000,TX,0x100,8,16,01,AD,01,81,0E,DB,00
176000,TX,0x101,6,CA,00,4B,01,00,00,CC,CC
176000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
176200,TX,0x100,8,16,01,AD,01,88,0E,C8,00
176200,TX,0x101,6,C8,00,48,01,00,00,CC,CC
176200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
176400,TX,0x100,8,16,01,AC,01,83,0E,C9,00
176400,TX,0x101,6,C8,00,49,01,00,00,CC,CC
176400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
176600,TX,0x100,8,16,01,AC,01,8A,0E,C2,00
176600,TX,0x101,6,C6,00,46,01,00,00,CC,CC
176600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
176800,TX,0x100,8,16,01,AB,01,7A,0E,C4,00
176800,TX,0x101,6,C8,00,48,01,00,00,CC,CC
176800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
177000,TX,0x100,8,17,01,AB,01,85,0E,B7,00
177000,TX,0x101,6,C8,00,4A,01,00,00,CC,CC
177000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
177200,TX,0x100,8,16,01,AB,01,80,0E,D0,00
177200,TX,0x101,6,C7,00,47,01,00,00,CC,CC
177200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
177400,TX,0x100,8,16,01,AA,01,7E,0E,D0,00
177400,TX,0x101,6,C6,00,4A,01,00,00,CC,CC
177400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
177600,TX,0x100,8,16,01,AA,01,83,0E,C0,00
177600,TX,0x101,6,C6,00,45,01,00,00,CC,CC
177600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
177800,TX,0x100,8,16,01,A9,01,7B,0E,B1,00
177800,TX,0x101,6,CB,00,4F,01,00,00,CC,CC
177800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
178000,TX,0x100,8,16,01,A9,01,7D,0E,C8,00
178000,TX,0x101,6,C8,00,46,01,00,00,CC,CC
178000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
178200,TX,0x100,8,16,01,A9,01,89,0E,C4,00
178200,TX,0x101,6,C6,00,49,01,00,00,CC,CC
178200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
178400,TX,0x100,8,17,01,A8,01,77,0E,CB,00
178400,TX,0x101,6,C6,00,49,01,00,00,CC,CC
178400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
178600,TX,0x100,8,17,01,A8,01,8B,0E,C2,00
178600,TX,0x101,6,C3,00,46,01,00,00,CC,CC
178600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
178800,TX,0x100,8,16,01,A7,01,7D,0E,C1,00
178800,TX,0x101,6,C9,00,4C,01,00,00,CC,CC
178800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
179000,TX,0x100,8,16,01,A7,01,7B,0E,CE,00
179000,TX,0x101,6,C8,00,4E,01,00,00,CC,CC
179000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
179200,TX,0x100,8,16,01,A7,01,7B,0E,D6,00
179200,TX,0x101,6,C7,00,4A,01,00,00,CC,CC
179200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
179400,TX,0x100,8,16,01,A6,01,7B,0E,CA,00
179400,TX,0x101,6,C5,00,4C,01,00,00,CC,CC
179400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
179600,TX,0x100,8,17,01,A6,01,7F,0E,D3,00
179600,TX,0x101,6,CA,00,49,01,00,00,CC,CC
179600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
179800,TX,0x100,8,16,01,A5,01,77,0E,CE,00
179800,TX,0x101,6,CA,00,49,01,00,00,CC,CC
179800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
180000,TX,0x100,8,17,01,A5,01,80,0E,B5,00
180000,TX,0x101,6,C5,00,48,01,00,00,CC,CC
180000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
180200,TX,0x100,8,16,01,A5,01,7F,0E,C6,00
180200,TX,0x101,6,C8,00,49,01,00,00,CC,CC
180200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
180400,TX,0x100,8,16,01,A4,01,79,0E,C6,00
180400,TX,0x101,6,C9,00,4B,01,00,00,CC,CC
180400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
180600,TX,0x100,8,16,01,A4,01,85,0E,CC,00
180600,TX,0x101,6,C8,00,47,01,00,00,CC,CC
180600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
180800,TX,0x100,8,16,01,A3,01,78,0E,B2,00
180800,TX,0x101,6,C7,00,4B,01,00,00,CC,CC
180800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
181000,TX,0x100,8,16,01,A3,01,7F,0E,D1,00
181000,TX,0x101,6,C8,00,50,01,00,00,CC,CC
181000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
181200,TX,0x100,8,16,01,A3,01,83,0E,C4,00
181200,TX,0x101,6,C9,00,55,01,00,00,CC,CC
181200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
181400,TX,0x100,8,16,01,A2,01,7F,0E,C4,00
181400,TX,0x101,6,C9,00,4B,01,00,00,CC,CC
181400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
181600,TX,0x100,8,16,01,A2,01,78,0E,C3,00
181600,TX,0x101,6,C6,00,46,01,00,00,CC,CC
181600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
181800,TX,0x100,8,16,01,A1,01,7C,0E,BF,00
181800,TX,0x101,6,C5,00,47,01,00,00,CC,CC
181800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
182000,TX,0x100,8,16,01,A1,01,7F,0E,C4,00
182000,TX,0x101,6,C7,00,4E,01,00,00,CC,CC
182000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
182200,TX,0x100,8,16,01,A1,01,80,0E,C7,00
182200,TX,0x101,6,C8,00,4A,01,00,00,CC,CC
182200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
182400,TX,0x100,8,16,01,A0,01,80,0E,CC,00
182400,TX,0x101,6,C8,00,49,01,00,00,CC,CC
182400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
182600,TX,0x100,8,16,01,A0,01,7F,0E,B7,00
182600,TX,0x101,6,C4,00,4B,01,00,00,CC,CC
182600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
182800,TX,0x100,8,17,01,9F,01,7B,0E,BD,00
182800,TX,0x101,6,C9,00,51,01,00,00,CC,CC
182800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
183000,TX,0x100,8,17,01,9F,01,7F,0E,C5,00
183000,TX,0x101,6,CB,00,4B,01,00,00,CC,CC
183000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
183200,TX,0x100,8,16,01,9F,01,79,0E,C4,00
183200,TX,0x101,6,C8,00,4E,01,00,00,CC,CC
183200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
183400,TX,0x100,8,16,01,9E,01,78,0E,C9,00
183400,TX,0x101,6,C7,00,47,01,00,00,CC,CC
183400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
183600,TX,0x100,8,17,01,9E,01,7E,0E,C9,00
183600,TX,0x101,6,C6,00,4B,01,00,00,CC,CC
183600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
183800,TX,0x100,8,17,01,9D,01,74,0E,CE,00
183800,TX,0x101,6,C4,00,48,01,00,00,CC,CC
183800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
184000,TX,0x100,8,17,01,9D,01,7A,0E,DE,00
184000,TX,0x101,6,C5,00,4B,01,00,00,CC,CC
184000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
184200,TX,0x100,8,17,01,9D,01,7E,0E,C5,00
184200,TX,0x101,6,C8,00,4A,01,00,00,CC,CC
184200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
184400,TX,0x100,8,16,01,9C,01,74,0E,C4,00
184400,TX,0x101,6,C6,00,4D,01,00,00,CC,CC
184400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
184600,TX,0x100,8,16,01,9C,01,77,0E,CE,00
184600,TX,0x101,6,CA,00,4D,01,00,00,CC,CC
184600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
184800,TX,0x100,8,16,01,9B,01,76,0E,CD,00
184800,TX,0x101,6,CA,00,4A,01,00,00,CC,CC
184800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
185000,TX,0x100,8,16,01,9B,01,77,0E,C6,00
185000,TX,0x101,6,CA,00,4F,01,00,00,CC,CC
185000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
185200,TX,0x100,8,16,01,9B,01,7C,0E,BE,00
185200,TX,0x101,6,C6,00,47,01,00,00,CC,CC
185200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
185400,TX,0x100,8,17,01,9A,01,81,0E,B8,00
185400,TX,0x101,6,C8,00,4B,01,00,00,CC,CC
185400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
185600,TX,0x100,8,17,01,9A,01,7D,0E,BC,00
185600,TX,0x101,6,C7,00,4F,01,00,00,CC,CC
185600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
185800,TX,0x100,8,16,01,99,01,77,0E,CE,00
185800,TX,0x101,6,C5,00,4B,01,00,00,CC,CC
185800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
186000,TX,0x100,8,16,01,99,01,77,0E,C6,00
186000,TX,0x101,6,C6,00,49,01,00,00,CC,CC
186000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
186200,TX,0x100,8,17,01,99,01,73,0E,CB,00
186200,TX,0x101,6,C9,00,4C,01,00,00,CC,CC
186200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
186400,TX,0x100,8,16,01,98,01,7C,0E,C0,00
186400,TX,0x101,6,C6,00,4D,01,00,00,CC,CC
186400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
186600,TX,0x100,8,17,01,98,01,74,0E,C9,00
186600,TX,0x101,6,CA,00,50,01,00,00,CC,CC
186600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
186800,TX,0x100,8,16,01,97,01,79,0E,D2,00
186800,TX,0x101,6,C9,00,4E,01,00,00,CC,CC
186800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
187000,TX,0x100,8,16,01,97,01,70,0E,CB,00
187000,TX,0x101,6,C6,00,4C,01,00,00,CC,CC
187000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
187200,TX,0x100,8,17,01,97,01,81,0E,C3,00
187200,TX,0x101,6,C9,00,4F,01,00,00,CC,CC
187200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
187400,TX,0x100,8,17,01,96,01,77,0E,BD,00
187400,TX,0x101,6,CA,00,54,01,00,00,CC,CC
187400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
187600,TX,0x100,8,17,01,96,01,70,0E,B5,00
187600,TX,0x101,6,C7,00,4E,01,00,00,CC,CC
187600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
187800,TX,0x100,8,17,01,95,01,6F,0E,DB,00
187800,TX,0x101,6,C8,00,4D,01,00,00,CC,CC
187800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
188000,TX,0x100,8,16,01,95,01,74,0E,DA,00
188000,TX,0x101,6,C8,00,4C,01,00,00,CC,CC
188000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
188200,TX,0x100,8,16,01,95,01,77,0E,DB,00
188200,TX,0x101,6,CB,00,46,01,00,00,CC,CC
188200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
188400,TX,0x100,8,17,01,94,01,74,0E,C1,00
188400,TX,0x101,6,C7,00,4E,01,00,00,CC,CC
188400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
188600,TX,0x100,8,17,01,94,01,6D,0E,C9,00
188600,TX,0x101,6,C6,00,50,01,00,00,CC,CC
188600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
188800,TX,0x100,8,16,01,93,01,72,0E,C9,00
188800,TX,0x101,6,C6,00,4F,01,00,00,CC,CC
188800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
189000,TX,0x100,8,17,01,93,01,7C,0E,BE,00
189000,TX,0x101,6,C4,00,4A,01,00,00,CC,CC
189000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
189200,TX,0x100,8,16,01,93,01,75,0E,C7,00
189200,TX,0x101,6,C9,00,4D,01,00,00,CC,CC
189200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
189400,TX,0x100,8,16,01,92,01,73,0E,C3,00
189400,TX,0x101,6,CC,00,4D,01,00,00,CC,CC
189400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
189600,TX,0x100,8,17,01,92,01,79,0E,D4,00
189600,TX,0x101,6,C5,00,4D,01,00,00,CC,CC
189600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
189800,TX,0x100,8,17,01,91,01,6E,0E,CA,00
189800,TX,0x101,6,CA,00,4A,01,00,00,CC,CC
189800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
190000,TX,0x100,8,17,01,91,01,74,0E,CA,00
190000,TX,0x101,6,C4,00,51,01,00,00,CC,CC
190000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
190200,TX,0x100,8,17,01,91,01,74,0E,DB,00
190200,TX,0x101,6,C9,00,4F,01,00,00,CC,CC
190200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
190400,TX,0x100,8,17,01,90,01,6F,0E,CE,00
190400,TX,0x101,6,C8,00,50,01,00,00,CC,CC
190400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
190600,TX,0x100,8,17,01,90,01,76,0E,C5,00
190600,TX,0x101,6,C8,00,4C,01,00,00,CC,CC
190600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
190800,TX,0x100,8,17,01,8F,01,7A,0E,C7,00
190800,TX,0x101,6,CA,00,4E,01,00,00,CC,CC
190800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
191000,TX,0x100,8,17,01,8F,01,76,0E,C1,00
191000,TX,0x101,6,C7,00,48,01,00,00,CC,CC
191000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
191200,TX,0x100,8,17,01,8F,01,77,0E,C9,00
191200,TX,0x101,6,C7,00,51,01,00,00,CC,CC
191200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
191400,TX,0x100,8,18,01,8E,01,6F,0E,C9,00
191400,TX,0x101,6,C5,00,4A,01,00,00,CC,CC
191400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
191600,TX,0x100,8,17,01,8E,01,71,0E,C5,00
191600,TX,0x101,6,C6,00,54,01,00,00,CC,CC
191600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
191800,TX,0x100,8,17,01,8D,01,71,0E,C6,00
191800,TX,0x101,6,C7,00,4F,01,00,00,CC,CC
191800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
192000,TX,0x100,8,17,01,8D,01,73,0E,D3,00
192000,TX,0x101,6,C8,00,4E,01,00,00,CC,CC
192000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
192200,TX,0x100,8,17,01,8D,01,6D,0E,D3,00
192200,TX,0x101,6,C8,00,4E,01,00,00,CC,CC
192200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
192400,TX,0x100,8,17,01,8C,01,72,0E,BE,00
192400,TX,0x101,6,C7,00,4A,01,00,00,CC,CC
192400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
192600,TX,0x100,8,17,01,8C,01,72,0E,D7,00
192600,TX,0x101,6,C8,00,4C,01,00,00,CC,CC
192600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
192800,TX,0x100,8,17,01,8B,01,73,0E,CF,00
192800,TX,0x101,6,C7,00,51,01,00,00,CC,CC
192800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
193000,TX,0x100,8,17,01,8B,01,76,0E,C7,00
193000,TX,0x101,6,C8,00,4F,01,00,00,CC,CC
193000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
193200,TX,0x100,8,17,01,8B,01,75,0E,CB,00
193200,TX,0x101,6,C9,00,4E,01,00,00,CC,CC
193200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
193400,TX,0x100,8,17,01,8A,01,73,0E,D1,00
193400,TX,0x101,6,C5,00,50,01,00,00,CC,CC
193400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
193600,TX,0x100,8,17,01,8A,01,73,0E,CF,00
193600,TX,0x101,6,CC,00,4F,01,00,00,CC,CC
193600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
193800,TX,0x100,8,17,01,89,01,68,0E,C4,00
193800,TX,0x101,6,C8,00,4F,01,00,00,CC,CC
193800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
194000,TX,0x100,8,18,01,89,01,71,0E,BA,00
194000,TX,0x101,6,C6,00,51,01,00,00,CC,CC
194000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
194200,TX,0x100,8,17,01,89,01,70,0E,CA,00
194200,TX,0x101,6,C7,00,4B,01,00,00,CC,CC
194200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
194400,TX,0x100,8,17,01,88,01,69,0E,C6,00
194400,TX,0x101,6,C7,00,4C,01,00,00,CC,CC
194400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
194600,TX,0x100,8,17,01,88,01,77,0E,BB,00
194600,TX,0x101,6,C5,00,51,01,00,00,CC,CC
194600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
194800,TX,0x100,8,17,01,87,01,6F,0E,D6,00
194800,TX,0x101,6,C5,00,53,01,00,00,CC,CC
194800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
195000,TX,0x100,8,17,01,87,01,6E,0E,CA,00
195000,TX,0x101,6,C9,00,52,01,00,00,CC,CC
195000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
195200,TX,0x100,8,17,01,87,01,74,0E,C8,00
195200,TX,0x101,6,C6,00,55,01,00,00,CC,CC
195200,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
195400,TX,0x100,8,17,01,86,01,6A,0E,CB,00
195400,TX,0x101,6,C8,00,4E,01,00,00,CC,CC
195400,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
195600,TX,0x100,8,17,01,86,01,6C,0E,CE,00
195600,TX,0x101,6,C6,00,51,01,00,00,CC,CC
195600,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
195800,TX,0x100,8,17,01,85,01,71,0E,C8,00
195800,TX,0x101,6,C4,00,4D,01,00,00,CC,CC
195800,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
196000,TX,0x100,8,17,01,85,01,6D,0E,DC,00
196000,TX,0x101,6,C8,00,4D,01,00,00,CC,CC
196000,TX,0x200,4,00,00,00,00,CC,CC,CC,CC
196200,TX,0x100,8,17,01,85,01,6B,0E,CF,00
196200,TX,0x101,6,C9,00,50,01,00,00,CC,CC
